City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,City Description
260,Vallenar,CL,2022-01-24 15:33:19,-28.5708,-70.7581,81.16,35,63,7.45,broken clouds
261,Flinders,AU,2022-01-24 15:33:20,-34.5833,150.8552,70.38,80,91,4.12,overcast clouds
262,Shenjiamen,CN,2022-01-24 15:33:20,29.9576,122.298,46.06,83,100,12.62,overcast clouds
263,Sabang,ID,2022-01-24 15:33:20,5.8933,95.3214,81.0,73,69,8.93,broken clouds
264,Lishu,CN,2022-01-24 15:33:21,43.3047,124.3278,13.06,66,14,2.66,few clouds
265,Khani,GE,2022-01-24 15:33:21,41.9563,42.9566,31.57,89,90,3.67,overcast clouds
266,Hasaki,JP,2022-01-24 15:33:21,35.7333,140.8333,34.2,58,4,19.44,clear sky
267,Polunochnoye,RU,2022-01-24 15:33:22,60.8697,60.4153,3.33,93,26,4.52,scattered clouds
268,Lodja,CD,2022-01-24 15:33:22,-3.4833,23.4333,77.68,78,100,2.51,light rain
269,Kavaratti,IN,2022-01-24 15:33:23,10.5669,72.642,79.34,60,100,12.97,overcast clouds
270,Koutiala,ML,2022-01-24 15:30:02,12.3917,-5.4642,89.78,5,13,11.03,few clouds
271,Luan,CH,2022-01-24 15:33:23,46.3592,6.9759,37.65,75,14,2.33,few clouds
272,Hambantota,LK,2022-01-24 15:33:23,6.1241,81.1185,73.74,100,20,1.14,few clouds
273,Gat,IL,2022-01-24 15:33:24,31.61,34.7642,49.41,100,100,9.13,overcast clouds
274,Dogondoutchi,NE,2022-01-24 15:33:24,13.6393,4.0287,85.89,7,0,12.62,clear sky
275,Changde,CN,2022-01-24 15:33:24,29.0464,111.6783,39.02,90,100,1.68,overcast clouds
276,Timmins,CA,2022-01-24 15:33:25,48.4669,-81.3331,-9.58,77,100,0.0,overcast clouds
277,Voh,NC,2022-01-24 15:33:25,-20.9667,164.7,75.58,80,65,3.0,broken clouds
278,Syracuse,IT,2022-01-24 15:30:11,37.0881,15.2792,51.85,77,90,14.16,overcast clouds
279,Ampanihy,MG,2022-01-24 15:34:25,-24.7,44.75,79.07,61,39,18.43,scattered clouds
280,Phonhong,LA,2022-01-24 15:34:26,18.5007,102.4166,65.73,63,0,3.85,clear sky
281,Teya,RU,2022-01-24 15:34:26,60.3778,92.6267,1.4,99,100,2.62,overcast clouds
282,Luwuk,ID,2022-01-24 15:34:27,-0.9516,122.7875,77.63,84,52,4.83,broken clouds
283,Vilhena,BR,2022-01-24 15:34:27,-12.7406,-60.1458,82.62,65,20,5.75,few clouds
284,Mulchen,CL,2022-01-24 15:34:28,-37.7167,-72.2333,71.46,32,1,7.34,clear sky
285,Springdale,US,2022-01-24 15:30:35,36.1867,-94.1288,47.91,67,0,8.01,clear sky
286,Hadishahr,AZ,2022-01-24 15:34:28,38.8431,45.6635,19.89,77,25,4.27,scattered clouds
287,Hami,CN,2022-01-24 15:34:28,42.8,93.45,25.48,50,99,2.51,overcast clouds
288,Houma,US,2022-01-24 15:33:18,29.5958,-90.7195,53.01,74,0,0.0,clear sky
289,Yantal,RU,2022-01-24 15:34:29,56.8471,105.2542,-8.14,100,100,2.33,overcast clouds
290,Namatanai,PG,2022-01-24 15:34:29,-3.6667,152.4333,79.5,81,46,1.99,scattered clouds
291,Xai-Xai,MZ,2022-01-24 15:34:29,-25.0519,33.6442,77.76,75,55,11.74,broken clouds
292,Sindor,RU,2022-01-24 15:34:30,62.8629,51.8905,18.0,94,100,10.29,light snow
293,Halifax,CA,2022-01-24 15:29:48,44.6453,-63.5724,28.0,89,100,3.0,overcast clouds
294,Ormstown,CA,2022-01-24 15:34:30,45.1334,-73.9992,5.25,79,55,4.16,broken clouds
295,Kirgiz-Miyaki,RU,2022-01-24 15:34:30,53.6324,54.7979,6.15,95,100,1.21,overcast clouds
296,Zeya,RU,2022-01-24 15:34:31,53.75,127.2667,-6.83,97,7,2.91,clear sky
297,Victoria,HK,2022-01-24 15:34:11,22.2855,114.1577,68.38,87,100,5.99,overcast clouds
298,Saint-Philippe,RE,2022-01-24 15:34:31,-21.3585,55.7679,78.39,75,97,16.42,overcast clouds
299,Rojhan,PK,2022-01-24 15:34:32,28.6868,69.9534,58.32,30,0,4.52,clear sky
300,Port Augusta,AU,2022-01-24 15:34:32,-32.5,137.7667,73.71,63,80,2.93,broken clouds
301,Hrodna,BY,2022-01-24 15:34:32,53.6884,23.8258,25.38,92,78,10.31,broken clouds
302,Hirara,JP,2022-01-24 15:34:32,24.8,125.2833,69.24,72,100,19.98,overcast clouds
303,Bafq,IR,2022-01-24 15:34:33,31.6128,55.4107,52.48,20,0,4.34,clear sky
304,Sao Gabriel Da Cachoeira,BR,2022-01-24 15:34:33,-0.1303,-67.0892,85.8,74,75,3.44,broken clouds
305,Puerto Leguizamo,CO,2022-01-24 15:34:33,-0.1934,-74.7819,82.29,77,70,3.89,broken clouds
306,Bathsheba,BB,2022-01-24 15:34:34,13.2167,-59.5167,83.01,57,40,23.02,scattered clouds
307,Quatre Cocos,MU,2022-01-24 15:34:34,-20.2078,57.7625,78.91,73,80,21.47,broken clouds
308,Soyo,AO,2022-01-24 15:34:34,-6.1349,12.3689,80.65,71,2,11.63,clear sky
309,Zyryanka,RU,2022-01-24 15:34:35,65.75,150.85,-32.37,100,98,5.93,overcast clouds
310,Tual,ID,2022-01-24 15:34:35,-5.6667,132.75,83.43,78,99,12.68,overcast clouds
311,Gambo,CF,2022-01-24 15:34:35,4.6482,22.2633,92.35,22,27,2.33,scattered clouds
312,Bay Roberts,CA,2022-01-24 15:34:36,47.5999,-53.2648,34.52,86,97,1.99,overcast clouds
313,Ucluelet,CA,2022-01-24 15:34:36,48.9329,-125.5528,39.09,93,0,5.37,clear sky
314,Villarrica,PY,2022-01-24 15:34:36,-25.75,-56.4333,111.02,17,3,4.34,clear sky
315,Piacabucu,BR,2022-01-24 15:34:37,-10.4056,-36.4344,84.92,63,100,12.82,overcast clouds
316,Pedernales,DO,2022-01-24 15:34:37,18.0384,-71.744,79.9,56,0,4.88,clear sky
317,Sao Jose Da Coroa Grande,BR,2022-01-24 15:34:37,-8.8978,-35.1478,85.33,61,92,11.18,overcast clouds
318,Fort Nelson,CA,2022-01-24 15:30:36,58.8053,-122.7002,-1.35,99,55,2.19,broken clouds
319,Ribeira Grande,PT,2022-01-24 15:34:38,38.5167,-28.7,63.0,63,20,3.44,few clouds
320,Baiquan,CN,2022-01-24 15:34:38,47.5833,126.0833,-0.47,96,100,1.99,overcast clouds
321,Port Macquarie,AU,2022-01-24 15:31:50,-31.4333,152.9167,69.76,77,89,2.66,overcast clouds
322,Phoenix,US,2022-01-24 15:31:33,33.4484,-112.074,53.11,64,0,4.61,clear sky
323,Godda,IN,2022-01-24 15:35:39,24.8333,87.2167,63.93,74,42,5.48,scattered clouds
324,Korla,CN,2022-01-24 15:35:39,41.7597,86.1469,27.18,55,100,1.92,overcast clouds
325,Ruwi,OM,2022-01-24 15:35:39,23.5996,58.5507,67.69,56,0,6.82,clear sky
326,Paciran,ID,2022-01-24 15:35:40,-6.8767,112.3761,79.77,85,43,15.03,scattered clouds
327,Shu,KZ,2022-01-24 15:35:40,43.5983,73.7614,31.19,81,100,4.88,overcast clouds
328,Bocas Del Toro,PA,2022-01-24 15:35:40,9.3333,-82.25,87.08,67,12,3.87,few clouds
329,Pokhara,NP,2022-01-24 15:35:41,28.2333,83.9833,52.39,68,98,1.97,overcast clouds
330,Virginia Beach,US,2022-01-24 15:35:03,36.8529,-75.978,42.06,66,40,8.05,scattered clouds
331,Illapel,CL,2022-01-24 15:35:41,-31.6308,-71.1653,81.43,37,0,7.65,clear sky
332,Saint George,US,2022-01-24 15:32:07,37.1041,-113.5841,33.26,66,0,0.0,clear sky
333,Kajaani,FI,2022-01-24 15:35:41,64.2273,27.7285,33.85,93,75,11.5,broken clouds
334,Lapua,FI,2022-01-24 15:35:42,62.9693,23.0088,35.35,92,77,6.33,broken clouds
335,Vao,NC,2022-01-24 15:35:42,-22.6667,167.4833,77.13,66,100,3.74,overcast clouds
336,Druzhba,UA,2022-01-24 15:35:42,52.0428,33.9453,14.7,96,60,9.46,broken clouds
337,Vanimo,PG,2022-01-24 15:35:43,-2.6741,141.3028,77.49,85,97,3.29,overcast clouds
338,Akonolinga,CM,2022-01-24 15:35:43,3.7667,12.25,93.61,15,0,1.28,clear sky
339,Terme,TR,2022-01-24 15:35:44,41.2092,36.9739,39.13,71,100,7.61,light rain
340,Praia Da Vitoria,PT,2022-01-24 15:35:44,38.7333,-27.0667,62.76,77,20,5.12,few clouds
341,Peterborough,GB,2022-01-24 15:35:44,52.5736,-0.2478,40.84,78,100,3.44,overcast clouds
342,Gimli,CA,2022-01-24 15:35:45,50.6336,-96.9907,-15.88,97,100,9.28,overcast clouds
343,Mayo,US,2022-01-24 15:35:45,38.8876,-76.5119,37.74,56,0,4.0,clear sky
344,Solwezi,ZM,2022-01-24 15:35:45,-12.1688,26.3894,67.86,84,98,4.07,overcast clouds
345,Suntar,RU,2022-01-24 15:35:46,62.1444,117.6319,-0.54,97,100,5.97,light snow
346,Nyakahanga,TZ,2022-01-24 15:35:46,-1.6033,31.1414,65.52,77,100,2.28,overcast clouds
347,Niceville,US,2022-01-24 15:32:32,30.5169,-86.4822,51.58,61,0,0.0,clear sky
348,Acajutla,SV,2022-01-24 15:35:47,13.5928,-89.8275,84.79,49,1,4.23,clear sky
349,Kaoma,ZM,2022-01-24 15:35:47,-14.7833,24.8,71.96,77,95,4.32,light rain
350,Asau,RO,2022-01-24 15:35:47,46.4333,26.4,19.4,76,100,3.51,overcast clouds
351,Helong,CN,2022-01-24 15:35:48,42.5397,128.9972,13.28,86,100,3.31,overcast clouds
352,La Sarre,CA,2022-01-24 15:35:48,48.8002,-79.1996,3.61,89,100,4.63,light snow
353,Buzmeyin,TM,2022-01-24 15:35:48,38.0507,58.2056,38.93,60,0,2.3,clear sky
354,Ridgecrest,US,2022-01-24 15:35:49,35.6225,-117.6709,43.65,39,0,5.75,clear sky
355,Galatas,GR,2022-01-24 15:35:49,37.4962,23.4489,36.37,83,100,31.97,overcast clouds
356,Atambua,ID,2022-01-24 15:35:49,-9.1061,124.8925,75.42,88,100,0.58,overcast clouds
357,Waipawa,NZ,2022-01-24 15:35:50,-41.4122,175.5153,63.45,94,68,4.54,broken clouds
358,Kurilsk,RU,2022-01-24 15:35:50,45.2333,147.8833,22.86,68,98,12.55,overcast clouds
359,San Quintin,MX,2022-01-24 15:35:50,30.4833,-115.95,59.86,55,0,4.03,clear sky
360,Rio Gallegos,AR,2022-01-24 15:35:51,-51.6226,-69.2181,64.45,34,40,23.02,scattered clouds
361,Gloucester,GB,2022-01-24 15:35:51,51.8657,-2.2431,41.81,81,100,0.0,overcast clouds
362,Hay River,CA,2022-01-24 15:35:51,60.8156,-115.7999,-4.04,71,100,3.44,light snow
363,Banjar,ID,2022-01-24 15:35:52,-8.19,114.9675,84.06,85,18,4.14,few clouds
364,Karratha,AU,2022-01-24 15:35:52,-20.7377,116.8463,84.29,74,12,15.75,few clouds
365,Oksfjord,NO,2022-01-24 15:36:52,70.2396,22.3479,28.99,82,100,31.45,snow
366,Tuatapere,NZ,2022-01-24 15:36:53,-46.1333,167.6833,45.37,94,85,2.62,overcast clouds
367,Jensen Beach,US,2022-01-24 15:36:53,27.2545,-80.2298,56.01,72,20,5.99,few clouds
368,Flin Flon,CA,2022-01-24 15:36:53,54.7682,-101.865,-20.36,69,0,11.5,clear sky
369,Palmer,US,2022-01-24 15:36:54,42.1584,-72.3287,27.48,71,75,3.44,broken clouds
370,Pontianak,ID,2022-01-24 15:36:54,-0.0333,109.3333,76.98,88,20,5.75,few clouds
371,Kloulklubed,PW,2022-01-24 15:36:54,7.0419,134.2556,79.3,79,100,18.05,overcast clouds
372,Pangody,RU,2022-01-24 15:36:55,65.85,74.4859,-1.98,98,21,10.27,few clouds
373,Krasnogorskoye,RU,2022-01-24 15:36:55,52.2953,86.1979,-11.69,100,64,2.15,broken clouds
374,Bengkulu,ID,2022-01-24 15:36:49,-3.8004,102.2655,77.54,81,100,1.63,overcast clouds
375,Asfi,MA,2022-01-24 15:36:56,32.2994,-9.2372,62.85,75,45,8.9,scattered clouds
376,Ilhabela,BR,2022-01-24 15:36:56,-23.7781,-45.3581,82.13,78,47,4.9,scattered clouds
377,Coruripe,BR,2022-01-24 15:36:56,-10.1256,-36.1756,86.09,60,100,15.82,overcast clouds
378,Yar-Sale,RU,2022-01-24 15:36:57,66.8333,70.8333,0.19,95,7,10.67,clear sky
379,Olga,RU,2022-01-24 15:36:57,43.7444,135.2892,12.52,70,15,5.68,few clouds
380,Luanda,AO,2022-01-24 15:36:57,-8.8368,13.2343,80.6,74,20,11.5,few clouds
381,Srednekolymsk,RU,2022-01-24 15:36:58,67.45,153.6833,-27.15,99,98,7.07,overcast clouds
382,Ogulin,HR,2022-01-24 15:36:58,45.2661,15.2286,38.23,90,98,3.42,overcast clouds
383,Kyra,RU,2022-01-24 15:36:58,49.5776,111.9753,0.39,96,98,4.72,overcast clouds
384,Codrington,AU,2022-01-24 15:36:59,-38.2667,141.9667,72.23,51,100,8.28,overcast clouds
385,Sitka,US,2022-01-24 15:33:10,57.0531,-135.33,35.49,93,75,6.91,broken clouds
386,Faanui,PF,2022-01-24 15:35:52,-16.4833,-151.75,80.92,74,100,11.32,light rain
387,Cockburn Town,TC,2022-01-24 15:36:59,21.4612,-71.1419,80.56,65,20,6.91,few clouds
388,Riachao Das Neves,BR,2022-01-24 15:36:59,-11.7461,-44.91,84.38,63,5,2.93,clear sky
389,Ola,RU,2022-01-24 15:37:00,59.5833,151.2833,-17.48,88,78,8.12,broken clouds
390,Vitre,FR,2022-01-24 15:37:00,48.1178,-1.2058,45.48,79,0,5.77,clear sky
391,Zhigansk,RU,2022-01-24 15:37:00,66.7697,123.3711,-16.19,100,95,1.19,overcast clouds
392,Yerbogachen,RU,2022-01-24 15:37:01,61.2767,108.0108,-17.23,100,91,4.25,overcast clouds
393,Leningradskiy,RU,2022-01-24 15:37:01,69.3833,178.4167,-23.94,83,82,8.01,broken clouds
394,San Policarpo,PH,2022-01-24 15:37:01,12.1791,125.5072,78.87,88,100,14.54,overcast clouds
395,Baiyin,CN,2022-01-24 15:37:02,36.5583,104.2081,18.48,49,95,2.59,overcast clouds
396,Palora,EC,2022-01-24 15:37:02,-1.7,-77.9333,73.51,80,79,3.42,moderate rain
397,Huarmey,PE,2022-01-24 15:37:02,-10.0681,-78.1522,75.7,77,36,9.48,scattered clouds
398,Talnakh,RU,2022-01-24 15:37:03,69.4865,88.3972,-5.33,98,100,10.74,overcast clouds
399,Ozerna,UA,2022-01-24 15:37:03,49.6289,25.329,7.16,98,56,3.56,broken clouds
400,Arlit,NE,2022-01-24 15:37:03,18.7369,7.3853,75.9,10,51,14.7,broken clouds
401,Buta,CD,2022-01-24 15:37:04,2.7858,24.73,89.78,28,90,2.53,overcast clouds
402,Ekhabi,RU,2022-01-24 15:37:04,53.5102,142.9671,-5.48,97,100,10.58,overcast clouds
403,Lazaro Cardenas,MX,2022-01-24 15:37:04,17.9583,-102.2,78.6,57,50,3.96,scattered clouds
404,Havre-Saint-Pierre,CA,2022-01-24 15:37:05,50.2334,-63.5986,10.99,78,100,6.91,overcast clouds
405,Tiksi,RU,2022-01-24 15:37:05,71.6872,128.8694,-10.43,98,100,3.24,overcast clouds
406,Pavilosta,LV,2022-01-24 15:37:05,56.8879,21.1859,39.15,89,100,16.93,overcast clouds
407,Whitehorse,CA,2022-01-24 15:37:06,60.7161,-135.0538,27.37,80,100,15.01,overcast clouds
408,Maniitsoq,GL,2022-01-24 15:37:06,65.4167,-52.9,26.06,75,100,15.41,overcast clouds
409,Tondano,ID,2022-01-24 15:37:06,1.3038,124.9112,68.09,93,68,2.64,broken clouds
410,Ostrovnoy,RU,2022-01-24 15:37:07,68.0531,39.5131,34.23,96,100,24.87,light snow
411,Tamandare,BR,2022-01-24 15:37:07,-8.7597,-35.1047,85.78,60,88,10.58,overcast clouds
412,Lavrentiya,RU,2022-01-24 15:38:07,65.5833,-171.0,5.92,94,100,3.74,overcast clouds
413,Mahibadhoo,MV,2022-01-24 15:38:08,3.7833,72.9667,81.07,65,85,13.0,overcast clouds
414,Aden,YE,2022-01-24 15:38:08,12.7794,45.0367,76.98,69,53,9.22,broken clouds
415,Los Llanos De Aridane,ES,2022-01-24 15:38:09,28.6585,-17.9182,68.13,52,75,5.99,broken clouds
416,Saint-Pierre,RE,2022-01-24 15:38:09,-21.3393,55.4781,78.48,69,100,27.63,overcast clouds
417,Awash,ET,2022-01-24 15:38:09,8.9833,40.1667,78.91,31,70,10.63,broken clouds
418,Kem,RU,2022-01-24 15:38:10,64.9555,34.5793,34.66,92,100,18.75,overcast clouds
419,Saldanha,ZA,2022-01-24 15:38:10,-33.0117,17.9442,78.85,80,21,26.08,few clouds
420,Jawhar,SO,2022-01-24 15:38:10,2.7809,45.5005,78.13,60,34,21.41,scattered clouds
421,Yatou,CN,2022-01-24 15:38:11,37.15,122.3833,29.77,74,100,6.76,overcast clouds
422,Gourdon,FR,2022-01-24 15:38:11,44.75,1.5,49.32,70,0,0.63,clear sky
423,Maltahohe,NA,2022-01-24 15:38:11,-24.8333,16.9833,84.16,18,6,12.91,clear sky
424,Inhambane,MZ,2022-01-24 15:38:12,-23.865,35.3833,78.78,94,75,4.61,broken clouds
425,Biograd Na Moru,HR,2022-01-24 15:38:12,43.9433,15.4519,41.7,54,3,12.64,clear sky
426,Brigantine,US,2022-01-24 15:38:12,39.4101,-74.3646,36.01,68,0,8.05,clear sky
427,Trinidad,BO,2022-01-24 15:33:15,-14.8333,-64.9,85.98,70,75,9.22,broken clouds
428,Wolgast,DE,2022-01-24 15:38:13,54.05,13.7667,40.86,88,100,10.67,overcast clouds
429,Tabuk,PH,2022-01-24 15:35:53,17.4189,121.4443,71.29,94,46,3.53,scattered clouds
430,Eureka,US,2022-01-24 15:33:59,40.8021,-124.1637,36.21,61,19,4.27,few clouds
431,Gueret,FR,2022-01-24 15:38:13,46.1667,1.8667,54.23,72,0,2.33,clear sky
432,Jinka,ET,2022-01-24 15:38:13,5.65,36.65,74.19,38,39,3.2,scattered clouds
433,Omboue,GA,2022-01-24 15:38:14,-1.5746,9.2618,81.43,73,38,8.5,light rain
434,Maceio,BR,2022-01-24 15:33:23,-9.6658,-35.7353,92.64,52,75,10.36,broken clouds
435,Kurashiki,JP,2022-01-24 15:38:14,34.5833,133.7667,43.56,93,78,4.52,broken clouds
436,Kailua,US,2022-01-24 15:38:15,21.4022,-157.7394,73.38,70,75,8.05,broken clouds
437,Talcahuano,CL,2022-01-24 15:37:17,-36.7167,-73.1167,69.48,56,0,10.36,clear sky
438,Margate,GB,2022-01-24 15:38:15,51.3813,1.3862,41.31,78,75,1.01,broken clouds
439,Rocha,UY,2022-01-24 15:35:26,-34.4833,-54.3333,86.63,61,33,4.12,scattered clouds
440,Caxito,AO,2022-01-24 15:38:16,-8.5785,13.6643,81.25,53,29,11.23,scattered clouds
441,Kalemie,CD,2022-01-24 15:38:16,-5.9475,29.1947,74.53,79,92,1.07,light rain
442,Sao Joao Da Barra,BR,2022-01-24 15:38:16,-21.6403,-41.0511,87.89,77,52,14.03,broken clouds
443,Wilmington,US,2022-01-24 15:36:37,34.2257,-77.9447,48.0,61,0,11.5,clear sky
444,Kalmunai,LK,2022-01-24 15:38:17,7.4167,81.8167,74.98,72,87,3.71,overcast clouds
445,Kushiro,JP,2022-01-24 15:38:17,42.975,144.3747,16.14,82,67,5.91,broken clouds
446,Gushikawa,JP,2022-01-24 15:38:18,26.3544,127.8686,65.43,94,40,8.05,scattered clouds
447,Waddan,LY,2022-01-24 15:38:18,29.1614,16.139,56.7,38,57,13.4,broken clouds
448,Staszow,PL,2022-01-24 15:38:18,50.5631,21.1659,25.63,81,16,3.36,few clouds
449,San Jose,US,2022-01-24 15:37:48,37.3394,-121.895,54.86,66,0,3.44,clear sky
450,Cusco,PE,2022-01-24 15:38:19,-13.5183,-71.9781,59.23,63,75,5.75,broken clouds
451,Nhulunbuy,AU,2022-01-24 15:38:19,-12.2333,136.7667,79.41,94,99,0.0,overcast clouds
452,Aksu,CN,2022-01-24 15:38:19,41.1231,80.2644,25.63,51,3,2.95,clear sky
453,Camacari,BR,2022-01-24 15:38:20,-12.6975,-38.3242,80.37,69,100,6.89,light rain
454,Grand Baie,MU,2022-01-24 15:38:20,-20.0182,57.5802,79.27,75,47,7.0,scattered clouds
455,Padang,ID,2022-01-24 15:38:20,-0.9492,100.3543,78.85,79,100,3.04,overcast clouds
456,Macae,BR,2022-01-24 15:39:21,-22.3708,-41.7869,87.67,69,40,10.36,scattered clouds
457,Milkovo,RU,2022-01-24 15:39:21,54.7167,158.6167,-11.96,94,30,1.43,scattered clouds
458,Auki,SB,2022-01-24 15:39:21,-8.7676,160.7034,79.39,87,81,5.08,broken clouds
459,Grand Gaube,MU,2022-01-24 15:39:22,-20.0064,57.6608,79.2,75,51,7.0,broken clouds
460,Paranavai,BR,2022-01-24 15:39:22,-23.0731,-52.4653,94.41,37,79,3.91,broken clouds
461,Novyy Urengoy,RU,2022-01-24 15:39:22,66.0833,76.6333,-3.64,99,71,9.69,broken clouds
462,Lakes Entrance,AU,2022-01-24 15:39:23,-37.8811,147.981,63.16,87,58,5.23,broken clouds
463,San Rafael,AR,2022-01-24 15:39:23,-34.6177,-68.3301,78.64,56,93,6.71,overcast clouds
464,Ciudad Bolivar,VE,2022-01-24 15:39:23,8.1222,-63.5497,89.33,41,36,8.81,scattered clouds
465,Ust-Nera,RU,2022-01-24 15:39:23,64.5667,143.2,-29.45,98,99,3.33,overcast clouds
466,Tambura,SS,2022-01-24 15:39:24,5.6,27.4667,88.11,20,67,4.63,broken clouds
467,Las Cruces,US,2022-01-24 15:34:59,32.3123,-106.7783,39.2,88,0,0.0,clear sky
468,Topola,RS,2022-01-24 15:39:24,44.2542,20.6825,25.88,90,47,4.81,scattered clouds
469,Rambha,IN,2022-01-24 15:39:24,19.5167,85.1,73.4,73,17,1.61,few clouds
470,Nuuk,GL,2022-01-24 15:39:25,64.1835,-51.7216,32.61,55,100,11.5,light snow
471,Bandarbeyla,SO,2022-01-24 15:39:25,9.4942,50.8122,75.25,66,96,21.54,overcast clouds
472,Zhezkazgan,KZ,2022-01-24 15:39:25,47.8043,67.7144,-0.42,85,20,15.66,few clouds
473,Ambalavao,MG,2022-01-24 15:39:26,-21.8333,46.9333,66.69,92,94,6.96,light rain
474,Reims,FR,2022-01-24 15:37:46,49.1667,4.0833,44.82,65,0,3.44,clear sky
475,Beira,MZ,2022-01-24 15:39:26,-19.8436,34.8389,82.49,89,100,20.71,overcast clouds
476,Faya,SA,2022-01-24 15:39:26,18.3851,42.4509,62.71,48,0,5.57,clear sky
477,Kippen,GB,2022-01-24 15:39:27,56.1268,-4.1709,48.65,93,100,4.18,overcast clouds
478,Itapirapua,BR,2022-01-24 15:39:27,-15.8233,-50.6133,88.59,56,66,5.41,broken clouds
479,Ouagadougou,BF,2022-01-24 15:39:27,12.3642,-1.5383,89.73,9,0,12.66,clear sky
480,Jalu,LY,2022-01-24 15:39:28,29.0331,21.5482,55.51,52,68,8.68,broken clouds
481,Bowen,AU,2022-01-24 15:39:28,-20.0167,148.2333,73.62,71,100,11.34,overcast clouds
482,Celestun,MX,2022-01-24 15:39:28,20.8667,-90.4,75.9,63,0,9.01,clear sky
483,Antofagasta,CL,2022-01-24 15:39:29,-23.65,-70.4,72.21,57,24,10.33,few clouds
484,Varhaug,NO,2022-01-24 15:39:29,58.6147,5.6457,45.95,94,100,15.5,overcast clouds
485,Choconta,CO,2022-01-24 15:38:17,5.1447,-73.6858,63.0,62,96,5.97,overcast clouds
486,Heishan,CN,2022-01-24 15:39:29,41.6892,122.1128,14.83,69,6,4.5,clear sky
487,Monrovia,LR,2022-01-24 15:37:06,6.3005,-10.7969,91.17,57,22,12.77,few clouds
488,Savonlinna,FI,2022-01-24 15:39:30,61.8699,28.88,33.85,93,100,9.22,overcast clouds
489,Ixtapa,MX,2022-01-24 15:39:30,20.7,-105.2,74.23,78,100,3.44,overcast clouds
490,Trincomalee,LK,2022-01-24 15:39:30,8.5711,81.2335,78.24,68,100,8.66,overcast clouds
491,Hofn,IS,2022-01-24 15:39:31,64.2539,-15.2082,32.02,59,40,6.91,scattered clouds
492,Smithers,CA,2022-01-24 15:39:31,54.7804,-127.1743,30.52,100,100,2.3,overcast clouds
493,Bila Tserkva,UA,2022-01-24 15:39:31,49.8094,30.1121,18.14,90,10,12.93,light snow
494,Ketchikan,US,2022-01-24 15:39:32,55.3422,-131.6461,40.98,100,100,3.44,mist
495,Fuente De Oro,CO,2022-01-24 15:39:32,3.4594,-73.6128,90.3,38,92,6.82,overcast clouds
496,Alexandria,EG,2022-01-24 15:37:28,31.2156,29.9553,58.96,67,40,14.97,scattered clouds
497,Buala,SB,2022-01-24 15:39:32,-8.145,159.5921,80.67,83,100,6.33,overcast clouds
498,Stromness,GB,2022-01-24 15:39:33,58.965,-3.296,43.05,71,98,10.67,overcast clouds
499,Santa Rosa,PH,2022-01-24 15:39:33,14.3122,121.1114,80.58,76,27,8.81,scattered clouds
500,Elmira,US,2022-01-24 15:39:21,42.0898,-76.8077,18.79,78,13,3.91,few clouds
501,Taksimo,RU,2022-01-24 15:39:33,56.3444,114.8794,-17.28,93,87,1.23,overcast clouds
502,Urucui,BR,2022-01-24 15:38:24,-7.2294,-44.5561,86.38,60,10,6.78,clear sky
503,Alofi,NU,2022-01-24 15:40:34,-19.0595,-169.9187,71.49,100,40,1.14,scattered clouds
504,Bunia,CD,2022-01-24 15:40:34,1.5667,30.25,74.25,48,100,2.26,overcast clouds
505,Siguiri,GN,2022-01-24 15:40:35,11.6667,-9.5,91.92,7,57,5.95,broken clouds
506,Port-Gentil,GA,2022-01-24 15:40:35,-0.7193,8.7815,84.16,79,40,10.36,scattered clouds
507,Sechura,PE,2022-01-24 15:40:35,-5.5569,-80.8222,80.46,59,93,9.71,overcast clouds
508,Lixourion,GR,2022-01-24 15:40:36,38.2019,20.4314,44.6,39,40,10.36,scattered clouds
509,Ngunguru,NZ,2022-01-24 15:40:36,-35.6167,174.5,69.17,79,93,14.81,overcast clouds
510,Baghdad,IQ,2022-01-24 15:40:32,33.3406,44.4009,55.31,35,0,2.3,clear sky
511,Berlevag,NO,2022-01-24 15:40:36,70.8578,29.0864,26.55,93,100,37.98,overcast clouds
512,Amot,NO,2022-01-24 15:40:37,59.5714,7.9877,41.76,89,36,8.34,scattered clouds
513,Swan River,CA,2022-01-24 15:40:37,52.1058,-101.2676,-17.3,92,10,5.84,clear sky
514,Jashpurnagar,IN,2022-01-24 15:40:37,22.9,84.15,58.23,65,57,5.41,broken clouds
515,Odesskoye,RU,2022-01-24 15:40:37,54.2111,72.9651,-9.74,98,76,4.54,broken clouds
516,Tapes,BR,2022-01-24 15:40:38,-30.6733,-51.3958,88.63,61,62,7.38,broken clouds
517,Broken Hill,AU,2022-01-24 15:40:38,-31.95,141.4333,73.11,73,75,6.91,broken clouds
518,Concarneau,FR,2022-01-24 15:40:38,47.875,-3.9225,37.69,75,0,6.29,clear sky
519,Camacha,PT,2022-01-24 15:40:39,33.0833,-16.3333,62.53,59,20,13.8,few clouds
520,Alice Springs,AU,2022-01-24 15:40:39,-23.7,133.8833,85.55,51,75,9.22,broken clouds
521,Piranhas,BR,2022-01-24 15:40:39,-16.4269,-51.8222,90.3,51,45,2.84,scattered clouds
522,Kollam,IN,2022-01-24 15:40:40,8.8833,76.6,80.47,68,95,7.31,overcast clouds
